,existingchecking,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,statussex,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification,maritalStatus,sex
737,1,18,2,car,4380,betw100a500,betw1a4yrs,3,A93,none,4,carOrOthers,35,none,own,1,unskilled/resident,2,yes,1,1,0,M
738,0,6,4,car,6761,below100,betw4a7yrs,1,A93,none,3,unknown/noProperty,45,none,own,2,management/self-employed/highlyqualemployee/officer,2,yes,1,1,0,M
739,2,30,0,business,4280,betw100a500,betw1a4yrs,4,A92,none,4,carOrOthers,26,none,rent,2,unskilled/resident,1,none,1,2,1,F
740,1,24,1,car,2325,betw100a500,betw4a7yrs,2,A93,none,3,carOrOthers,32,bank,own,1,skilled/official,1,none,1,1,0,M
741,2,10,1,radio/television,1048,below100,betw1a4yrs,4,A93,none,4,realEstate,23,stores,own,1,unskilled/resident,1,none,1,1,0,M
742,0,21,2,radio/television,3160,unknown/nosavings,morethan7yrs,4,A93,none,3,buildingSociety/lifeInsurance,41,none,own,1,skilled/official,1,yes,1,1,0,M
743,1,24,1,furniture/equipment,2483,betw500a1000,betw1a4yrs,4,A93,none,4,realEstate,22,stores,own,1,skilled/official,1,yes,1,1,0,M
744,1,39,4,furniture/equipment,14179,unknown/nosavings,betw4a7yrs,4,A93,none,4,buildingSociety/lifeInsurance,30,none,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
745,1,13,4,business,1797,below100,lessth1yr,3,A93,none,1,buildingSociety/lifeInsurance,28,bank,own,2,unskilled/resident,1,none,1,1,0,M
746,1,15,2,car,2511,below100,unemployed,1,A92,none,4,carOrOthers,23,none,rent,1,skilled/official,1,none,1,1,1,F
747,1,12,2,car,1274,below100,lessth1yr,3,A92,none,1,realEstate,37,none,own,1,unskilled/resident,1,none,1,2,1,F
748,0,21,2,car,5248,unknown/nosavings,betw1a4yrs,1,A93,none,3,carOrOthers,26,none,own,1,skilled/official,1,none,1,1,0,M
749,0,15,2,car,3029,below100,betw4a7yrs,2,A93,none,2,carOrOthers,33,none,own,1,skilled/official,1,none,1,1,0,M
750,1,6,2,furniture/equipment,428,below100,morethan7yrs,2,A92,none,1,buildingSociety/lifeInsurance,49,bank,own,1,skilled/official,1,yes,1,1,1,F
751,1,18,2,car,976,below100,lessth1yr,1,A92,none,2,carOrOthers,23,none,own,1,unskilled/resident,1,none,1,2,1,F
752,2,12,2,business,841,betw100a500,betw4a7yrs,2,A92,none,4,realEstate,23,none,rent,1,unskilled/resident,1,none,1,1,1,F
753,0,30,4,radio/television,5771,below100,betw4a7yrs,4,A92,none,2,carOrOthers,25,none,own,2,skilled/official,1,none,1,1,1,F
754,0,12,3,repairs,1555,above1000,morethan7yrs,4,A93,none,4,unknown/noProperty,55,none,forFree,2,skilled/official,2,none,1,2,0,M
755,1,24,2,car,1285,unknown/nosavings,betw4a7yrs,4,A92,none,4,unknown/noProperty,32,none,rent,1,skilled/official,1,none,1,2,1,F
756,3,6,4,car,1299,below100,betw1a4yrs,1,A93,none,1,realEstate,74,none,own,3,unemployed/unskilled/non-resident,2,none,0,1,0,M
757,3,15,4,radio/television,1271,unknown/nosavings,betw1a4yrs,3,A93,none,4,unknown/noProperty,39,none,forFree,2,skilled/official,1,yes,1,2,0,M
758,0,24,2,car,1393,below100,betw1a4yrs,2,A93,guarantor,2,realEstate,31,none,own,1,skilled/official,1,yes,1,1,0,M
759,1,12,4,car,691,below100,morethan7yrs,4,A93,none,3,buildingSociety/lifeInsurance,35,none,own,2,skilled/official,1,none,1,2,0,M
760,0,15,4,car,5045,unknown/nosavings,morethan7yrs,1,A92,none,4,carOrOthers,59,none,own,1,skilled/official,1,yes,1,1,1,F
761,1,18,4,furniture/equipment,2124,below100,betw1a4yrs,4,A92,none,4,realEstate,24,none,rent,2,skilled/official,1,none,1,2,1,F
762,1,12,2,radio/television,2214,below100,betw1a4yrs,4,A93,none,3,buildingSociety/lifeInsurance,24,none,own,1,unskilled/resident,1,none,1,1,0,M
763,0,21,4,car,12680,unknown/nosavings,morethan7yrs,4,A93,none,4,unknown/noProperty,30,none,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
764,0,24,4,car,2463,betw100a500,betw4a7yrs,4,A94,none,3,buildingSociety/lifeInsurance,27,none,own,2,skilled/official,1,yes,1,1,1,M
765,2,12,2,radio/television,1155,below100,morethan7yrs,3,A94,guarantor,3,realEstate,40,bank,own,2,unskilled/resident,1,none,1,1,1,M
766,1,30,2,furniture/equipment,3108,below100,lessth1yr,2,A91,none,4,buildingSociety/lifeInsurance,31,none,own,1,unskilled/resident,1,none,1,2,1,M
767,0,10,2,car,2901,unknown/nosavings,lessth1yr,1,A92,none,4,realEstate,31,none,rent,1,skilled/official,1,none,1,1,1,F
768,2,12,4,furniture/equipment,3617,below100,morethan7yrs,1,A93,none,4,carOrOthers,28,none,rent,3,skilled/official,1,yes,1,1,0,M
769,0,12,4,radio/television,1655,below100,morethan7yrs,2,A93,none,4,realEstate,63,none,own,2,unskilled/resident,1,yes,1,1,0,M
770,1,24,2,car,2812,unknown/nosavings,morethan7yrs,2,A92,none,4,realEstate,26,none,rent,1,skilled/official,1,none,1,1,1,F
771,1,36,4,education,8065,below100,betw1a4yrs,3,A92,none,2,unknown/noProperty,25,none,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,2,1,F
772,0,21,4,car,3275,below100,morethan7yrs,1,A93,none,4,carOrOthers,36,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
773,0,24,4,radio/television,2223,betw100a500,morethan7yrs,4,A93,none,4,buildingSociety/lifeInsurance,52,bank,own,2,skilled/official,1,none,1,1,0,M
774,3,12,4,car,1480,betw500a1000,unemployed,2,A93,none,4,unknown/noProperty,66,bank,forFree,3,unemployed/unskilled/non-resident,1,none,1,1,0,M
775,1,24,2,car,1371,unknown/nosavings,betw1a4yrs,4,A92,none,4,realEstate,25,none,rent,1,skilled/official,1,none,1,2,1,F
776,0,36,4,car,3535,below100,betw4a7yrs,4,A93,none,4,carOrOthers,37,none,own,2,skilled/official,1,yes,1,1,0,M
777,1,18,2,radio/television,3509,below100,betw4a7yrs,4,A92,guarantor,1,realEstate,25,none,own,1,skilled/official,1,none,1,1,1,F
778,0,36,4,car,5711,above1000,morethan7yrs,4,A93,none,2,carOrOthers,38,none,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
779,2,18,2,repairs,3872,below100,unemployed,2,A92,none,4,carOrOthers,67,none,own,1,skilled/official,1,yes,1,1,1,F
780,2,39,4,radio/television,4933,below100,betw4a7yrs,2,A93,guarantor,2,realEstate,25,none,own,2,skilled/official,1,none,1,2,0,M
781,0,24,4,car,1940,above1000,morethan7yrs,4,A93,none,4,realEstate,60,none,own,1,skilled/official,1,yes,1,1,0,M
782,2,12,0,retraining,1410,below100,betw1a4yrs,2,A93,none,2,realEstate,31,none,own,1,unskilled/resident,1,yes,1,1,0,M
783,2,12,2,car,836,betw100a500,lessth1yr,4,A92,none,2,buildingSociety/lifeInsurance,23,bank,own,1,unskilled/resident,1,none,1,2,1,F
784,2,20,2,car,6468,unknown/nosavings,unemployed,1,A91,none,4,realEstate,60,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,M
785,2,18,2,business,1941,above1000,betw1a4yrs,4,A93,none,2,buildingSociety/lifeInsurance,35,none,own,1,unskilled/resident,1,yes,1,1,0,M
786,0,22,2,radio/television,2675,betw500a1000,morethan7yrs,3,A93,none,4,carOrOthers,40,none,own,1,skilled/official,1,none,1,1,0,M
787,0,48,4,car,2751,unknown/nosavings,morethan7yrs,4,A93,none,3,carOrOthers,38,none,own,2,skilled/official,2,yes,1,1,0,M
788,2,48,3,education,6224,below100,morethan7yrs,4,A93,none,4,unknown/noProperty,50,none,forFree,1,skilled/official,1,none,1,2,0,M
789,1,40,4,education,5998,below100,betw1a4yrs,4,A93,none,3,unknown/noProperty,27,bank,own,1,skilled/official,1,yes,1,2,0,M
790,2,21,2,business,1188,below100,morethan7yrs,2,A92,none,4,buildingSociety/lifeInsurance,39,none,own,1,skilled/official,2,none,1,2,1,F
791,0,24,2,car,6313,unknown/nosavings,morethan7yrs,3,A93,none,4,carOrOthers,41,none,own,1,management/self-employed/highlyqualemployee/officer,2,yes,1,1,0,M
792,0,6,4,furniture/equipment,1221,unknown/nosavings,betw1a4yrs,1,A94,none,2,buildingSociety/lifeInsurance,27,none,own,2,skilled/official,1,none,1,1,1,M
793,3,24,2,furniture/equipment,2892,below100,morethan7yrs,3,A91,none,4,unknown/noProperty,51,none,forFree,1,skilled/official,1,none,1,1,1,M
794,0,24,2,furniture/equipment,3062,betw500a1000,morethan7yrs,4,A93,none,3,unknown/noProperty,32,none,rent,1,skilled/official,1,yes,1,1,0,M
795,0,9,2,furniture/equipment,2301,betw100a500,lessth1yr,2,A92,none,4,buildingSociety/lifeInsurance,22,none,rent,1,skilled/official,1,none,1,1,1,F
796,1,18,2,car,7511,unknown/nosavings,morethan7yrs,1,A93,none,4,buildingSociety/lifeInsurance,51,none,forFree,1,skilled/official,2,yes,1,2,0,M
797,0,12,4,furniture/equipment,1258,below100,lessth1yr,2,A92,none,4,buildingSociety/lifeInsurance,22,none,rent,2,unskilled/resident,1,none,1,1,1,F
798,0,24,3,car,717,unknown/nosavings,morethan7yrs,4,A94,none,4,carOrOthers,54,none,own,2,skilled/official,1,yes,1,1,1,M
799,2,9,2,car,1549,unknown/nosavings,lessth1yr,4,A93,none,2,realEstate,35,none,own,1,unemployed/unskilled/non-resident,1,none,1,1,0,M
800,0,24,4,education,1597,below100,morethan7yrs,4,A93,none,4,unknown/noProperty,54,none,forFree,2,skilled/official,2,none,1,1,0,M
801,2,18,4,radio/television,1795,below100,morethan7yrs,3,A92,guarantor,4,realEstate,48,bank,rent,2,unskilled/resident,1,yes,1,1,1,F
802,1,20,4,furniture/equipment,4272,below100,morethan7yrs,1,A92,none,4,buildingSociety/lifeInsurance,24,none,own,2,skilled/official,1,none,1,1,1,F
803,0,12,4,radio/television,976,unknown/nosavings,morethan7yrs,4,A93,none,4,carOrOthers,35,none,own,2,skilled/official,1,none,1,1,0,M
804,2,12,2,car,7472,unknown/nosavings,unemployed,1,A92,none,2,realEstate,24,none,rent,1,unemployed/unskilled/non-resident,1,none,1,1,1,F
805,1,36,2,car,9271,below100,betw4a7yrs,2,A93,none,1,carOrOthers,24,none,own,1,skilled/official,1,yes,1,2,0,M
806,2,6,2,radio/television,590,below100,lessth1yr,3,A94,none,3,realEstate,26,none,own,1,unskilled/resident,1,none,0,1,1,M
807,0,12,4,radio/television,930,unknown/nosavings,morethan7yrs,4,A93,none,4,realEstate,65,none,own,4,skilled/official,1,none,1,1,0,M
808,2,42,1,car,9283,below100,unemployed,1,A93,none,2,unknown/noProperty,55,bank,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
809,2,15,0,car,1778,below100,lessth1yr,2,A92,none,1,realEstate,26,none,rent,2,unemployed/unskilled/non-resident,1,none,1,2,1,F
810,2,8,2,business,907,below100,lessth1yr,3,A94,none,2,realEstate,26,none,own,1,skilled/official,1,yes,1,1,1,M
811,2,6,2,radio/television,484,below100,betw4a7yrs,3,A94,guarantor,3,realEstate,28,bank,own,1,unskilled/resident,1,none,1,1,1,M
812,1,36,4,car,9629,below100,betw4a7yrs,4,A93,none,4,carOrOthers,24,none,own,2,skilled/official,1,yes,1,2,0,M
813,1,48,2,domesticAppliances,3051,below100,betw1a4yrs,3,A93,none,4,carOrOthers,54,none,own,1,skilled/official,1,none,1,2,0,M
814,1,48,2,car,3931,below100,betw4a7yrs,4,A93,none,4,unknown/noProperty,46,none,forFree,1,skilled/official,2,none,1,2,0,M
815,2,36,3,car,7432,below100,betw1a4yrs,2,A92,none,2,buildingSociety/lifeInsurance,54,none,rent,1,skilled/official,1,none,1,1,1,F
816,0,6,2,domesticAppliances,1338,betw500a1000,betw1a4yrs,1,A91,none,4,realEstate,62,none,own,1,skilled/official,1,none,1,1,1,M
817,0,6,4,radio/television,1554,below100,betw4a7yrs,1,A92,none,2,carOrOthers,24,none,rent,2,skilled/official,1,yes,1,1,1,F
818,1,36,2,others,15857,below100,unemployed,2,A91,co-applicant,3,carOrOthers,43,none,own,1,management/self-employed/highlyqualemployee/officer,1,none,1,1,1,M
819,1,18,2,radio/television,1345,below100,betw1a4yrs,4,A94,none,3,realEstate,26,bank,own,1,skilled/official,1,none,1,2,1,M
820,0,12,2,car,1101,below100,betw1a4yrs,3,A94,none,2,realEstate,27,none,own,2,skilled/official,1,yes,1,1,1,M
821,3,12,2,radio/television,3016,below100,betw1a4yrs,3,A94,none,1,carOrOthers,24,none,own,1,skilled/official,1,none,1,1,1,M
822,1,36,2,furniture/equipment,2712,below100,morethan7yrs,2,A93,none,2,buildingSociety/lifeInsurance,41,bank,own,1,skilled/official,2,none,1,2,0,M
823,1,8,4,car,731,below100,morethan7yrs,4,A93,none,4,realEstate,47,none,own,2,unskilled/resident,1,none,1,1,0,M
824,0,18,4,furniture/equipment,3780,below100,lessth1yr,3,A91,none,2,carOrOthers,35,none,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,M
825,1,21,4,car,1602,below100,morethan7yrs,4,A94,none,3,carOrOthers,30,none,own,2,skilled/official,1,yes,1,1,1,M
826,1,18,4,car,3966,below100,morethan7yrs,1,A92,none,4,realEstate,33,bank,rent,3,skilled/official,1,yes,1,2,1,F
827,0,18,0,business,4165,below100,betw1a4yrs,2,A93,none,2,carOrOthers,36,stores,own,2,skilled/official,2,none,1,2,0,M
828,1,36,2,car,8335,unknown/nosavings,morethan7yrs,3,A93,none,4,unknown/noProperty,47,none,forFree,1,skilled/official,1,none,1,2,0,M
829,2,48,3,business,6681,unknown/nosavings,betw1a4yrs,4,A93,none,4,unknown/noProperty,38,none,forFree,1,skilled/official,2,yes,1,1,0,M
830,0,24,3,business,2375,betw500a1000,betw1a4yrs,4,A93,none,2,carOrOthers,44,none,own,2,skilled/official,2,yes,1,1,0,M
831,1,18,2,car,1216,below100,lessth1yr,4,A92,none,3,carOrOthers,23,none,rent,1,skilled/official,1,yes,1,2,1,F
832,1,45,0,business,11816,below100,morethan7yrs,2,A93,none,4,carOrOthers,29,none,rent,2,skilled/official,1,none,1,2,0,M
833,2,24,2,radio/television,5084,unknown/nosavings,morethan7yrs,2,A92,none,4,carOrOthers,42,none,own,1,skilled/official,1,yes,1,1,1,F
834,3,15,2,radio/television,2327,below100,lessth1yr,2,A92,none,3,realEstate,25,none,own,1,unskilled/resident,1,none,1,2,1,F
835,1,12,0,car,1082,below100,betw1a4yrs,4,A93,none,4,carOrOthers,48,bank,own,2,skilled/official,1,none,1,2,0,M
836,0,12,2,radio/television,886,unknown/nosavings,betw1a4yrs,4,A92,none,2,carOrOthers,21,none,own,1,skilled/official,1,none,1,1,1,F
837,0,4,2,furniture/equipment,601,below100,lessth1yr,1,A92,none,3,realEstate,23,none,rent,1,unskilled/resident,2,none,1,1,1,F
838,1,24,4,car,2957,below100,morethan7yrs,4,A93,none,4,buildingSociety/lifeInsurance,63,none,own,2,skilled/official,1,yes,1,1,0,M
839,0,24,4,radio/television,2611,below100,morethan7yrs,4,A94,co-applicant,3,realEstate,46,none,own,2,skilled/official,1,none,1,1,1,M
840,1,36,2,furniture/equipment,5179,below100,betw4a7yrs,4,A93,none,2,buildingSociety/lifeInsurance,29,none,own,1,skilled/official,1,none,1,2,0,M
841,0,21,3,car,2993,below100,betw1a4yrs,3,A93,none,2,realEstate,28,stores,own,2,unskilled/resident,1,none,1,1,0,M
842,0,18,2,repairs,1943,below100,lessth1yr,4,A92,none,4,realEstate,23,none,own,1,skilled/official,1,none,1,2,1,F
843,0,24,1,business,1559,below100,betw4a7yrs,4,A93,none,4,carOrOthers,50,bank,own,1,skilled/official,1,yes,1,1,0,M
844,0,18,2,furniture/equipment,3422,below100,morethan7yrs,4,A93,none,4,buildingSociety/lifeInsurance,47,bank,own,3,skilled/official,2,yes,1,1,0,M
845,2,21,2,furniture/equipment,3976,unknown/nosavings,betw4a7yrs,2,A93,none,3,carOrOthers,35,none,own,1,skilled/official,1,yes,1,1,0,M
846,0,18,2,car,6761,unknown/nosavings,betw1a4yrs,2,A93,none,4,carOrOthers,68,none,rent,2,skilled/official,1,none,1,2,0,M
847,0,24,2,car,1249,below100,lessth1yr,4,A94,none,2,realEstate,28,none,own,1,skilled/official,1,none,1,1,1,M
848,1,9,2,radio/television,1364,below100,betw4a7yrs,3,A93,none,4,realEstate,59,none,own,1,skilled/official,1,none,1,1,0,M
849,1,12,2,radio/television,709,below100,morethan7yrs,4,A93,none,4,realEstate,57,stores,own,1,unskilled/resident,1,none,1,2,0,M
850,1,20,4,car,2235,below100,betw1a4yrs,4,A94,guarantor,2,buildingSociety/lifeInsurance,33,bank,rent,2,skilled/official,1,none,0,2,1,M
851,0,24,4,car,4042,unknown/nosavings,betw4a7yrs,3,A93,none,4,buildingSociety/lifeInsurance,43,none,own,2,skilled/official,1,yes,1,1,0,M
852,0,15,4,radio/television,1471,below100,betw1a4yrs,4,A93,none,4,unknown/noProperty,35,none,forFree,2,skilled/official,1,yes,1,1,0,M
853,1,18,1,car,1442,below100,betw4a7yrs,4,A93,none,4,unknown/noProperty,32,none,forFree,2,unskilled/resident,2,none,1,2,0,M
854,0,36,3,car,10875,below100,morethan7yrs,2,A93,none,2,carOrOthers,45,none,own,2,skilled/official,2,yes,1,1,0,M
855,0,24,2,car,1474,betw100a500,lessth1yr,4,A94,none,3,realEstate,33,none,own,1,skilled/official,1,yes,1,1,1,M
856,0,10,2,retraining,894,unknown/nosavings,betw4a7yrs,4,A92,none,3,buildingSociety/lifeInsurance,40,none,own,1,skilled/official,1,yes,1,1,1,F
857,0,15,4,furniture/equipment,3343,below100,betw1a4yrs,4,A93,none,2,unknown/noProperty,28,none,forFree,1,skilled/official,1,yes,1,1,0,M
858,1,15,2,car,3959,below100,betw1a4yrs,3,A92,none,2,buildingSociety/lifeInsurance,29,none,own,1,skilled/official,1,yes,1,2,1,F
859,0,9,2,car,3577,betw100a500,betw1a4yrs,1,A93,guarantor,2,realEstate,26,none,rent,1,skilled/official,2,none,0,1,0,M
860,0,24,4,car,5804,above1000,betw1a4yrs,4,A93,none,2,realEstate,27,none,own,2,skilled/official,1,none,1,1,0,M
861,0,18,3,business,2169,below100,betw1a4yrs,4,A94,none,2,carOrOthers,28,none,own,1,skilled/official,1,yes,1,2,1,M
862,1,24,2,radio/television,2439,below100,lessth1yr,4,A92,none,4,realEstate,35,none,own,1,skilled/official,1,yes,1,2,1,F
863,0,27,4,furniture/equipment,4526,above1000,lessth1yr,4,A93,none,2,realEstate,32,stores,own,2,unskilled/resident,2,yes,1,1,0,M
864,0,10,2,furniture/equipment,2210,below100,betw1a4yrs,2,A93,none,2,realEstate,25,bank,rent,1,unskilled/resident,1,none,1,2,0,M
865,0,15,2,furniture/equipment,2221,betw500a1000,betw1a4yrs,2,A92,none,4,carOrOthers,20,none,rent,1,skilled/official,1,none,1,1,1,F
866,1,18,2,radio/television,2389,below100,lessth1yr,4,A92,none,1,carOrOthers,27,stores,own,1,skilled/official,1,none,1,1,1,F
867,0,12,4,furniture/equipment,3331,below100,morethan7yrs,2,A93,none,4,buildingSociety/lifeInsurance,42,stores,own,1,skilled/official,1,none,1,1,0,M
868,0,36,2,business,7409,unknown/nosavings,morethan7yrs,3,A93,none,2,buildingSociety/lifeInsurance,37,none,own,2,skilled/official,1,none,1,1,0,M
869,1,12,2,furniture/equipment,652,below100,morethan7yrs,4,A92,none,4,buildingSociety/lifeInsurance,24,none,rent,1,skilled/official,1,none,1,1,1,F
870,0,36,3,furniture/equipment,7678,betw500a1000,betw4a7yrs,2,A92,none,4,carOrOthers,40,none,own,2,skilled/official,1,yes,1,1,1,F
871,3,6,4,car,1343,below100,morethan7yrs,1,A93,none,4,realEstate,46,none,own,2,skilled/official,2,none,0,1,0,M
872,1,24,4,business,1382,betw100a500,betw4a7yrs,4,A93,none,1,realEstate,26,none,own,2,skilled/official,1,yes,1,1,0,M
873,0,15,2,domesticAppliances,874,unknown/nosavings,lessth1yr,4,A92,none,1,realEstate,24,none,own,1,skilled/official,1,none,1,1,1,F
874,1,12,2,furniture/equipment,3590,below100,betw1a4yrs,2,A93,co-applicant,2,buildingSociety/lifeInsurance,29,none,own,1,unskilled/resident,2,none,1,1,0,M
875,2,11,4,car,1322,above1000,betw1a4yrs,4,A92,none,4,carOrOthers,40,none,own,2,skilled/official,1,none,1,1,1,F
876,1,18,1,radio/television,1940,below100,lessth1yr,3,A93,co-applicant,4,unknown/noProperty,36,bank,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
877,0,36,2,radio/television,3595,below100,morethan7yrs,4,A93,none,2,carOrOthers,28,none,own,1,skilled/official,1,none,1,1,0,M
878,1,9,2,car,1422,below100,lessth1yr,3,A93,none,2,unknown/noProperty,27,none,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
879,0,30,4,radio/television,6742,unknown/nosavings,betw4a7yrs,2,A93,none,3,buildingSociety/lifeInsurance,36,none,own,2,skilled/official,1,none,1,1,0,M
880,0,24,2,car,7814,below100,betw4a7yrs,3,A93,none,3,carOrOthers,38,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
881,0,24,2,car,9277,unknown/nosavings,betw1a4yrs,2,A91,none,4,unknown/noProperty,48,none,forFree,1,skilled/official,1,yes,1,1,1,M
882,2,30,4,car,2181,unknown/nosavings,morethan7yrs,4,A93,none,4,realEstate,36,none,own,2,skilled/official,1,none,1,1,0,M
883,0,18,4,radio/television,1098,below100,unemployed,4,A92,none,4,carOrOthers,65,none,own,2,unemployed/unskilled/non-resident,1,none,1,1,1,F
884,2,24,2,furniture/equipment,4057,below100,betw4a7yrs,3,A91,none,3,carOrOthers,43,none,own,1,skilled/official,1,yes,1,2,1,M
885,1,12,2,education,795,below100,lessth1yr,4,A92,none,4,buildingSociety/lifeInsurance,53,none,own,1,skilled/official,1,none,1,2,1,F
886,2,24,4,business,2825,unknown/nosavings,betw4a7yrs,4,A93,none,3,unknown/noProperty,34,none,own,2,skilled/official,2,yes,1,1,0,M
887,2,48,2,business,15672,below100,betw1a4yrs,2,A93,none,2,carOrOthers,23,none,own,1,skilled/official,1,yes,1,2,0,M
888,0,36,4,car,6614,below100,morethan7yrs,4,A93,none,4,carOrOthers,34,none,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
889,0,28,1,car,7824,unknown/nosavings,lessth1yr,3,A93,guarantor,4,realEstate,40,bank,rent,2,skilled/official,2,yes,1,1,0,M
890,1,27,4,business,2442,below100,morethan7yrs,4,A93,none,4,carOrOthers,43,stores,own,4,management/self-employed/highlyqualemployee/officer,2,yes,1,1,0,M
891,0,15,4,radio/television,1829,below100,morethan7yrs,4,A93,none,4,carOrOthers,46,none,own,2,skilled/official,1,yes,1,1,0,M
892,1,12,4,car,2171,below100,betw1a4yrs,4,A93,none,4,buildingSociety/lifeInsurance,38,bank,own,2,unskilled/resident,1,none,0,1,0,M
893,2,36,4,car,5800,below100,betw1a4yrs,3,A93,none,4,carOrOthers,34,none,own,2,skilled/official,1,yes,1,1,0,M
894,0,18,4,radio/television,1169,unknown/nosavings,betw1a4yrs,4,A93,none,3,buildingSociety/lifeInsurance,29,none,own,2,skilled/official,1,yes,1,1,0,M
895,0,36,3,car,8947,unknown/nosavings,betw4a7yrs,3,A93,none,2,carOrOthers,31,stores,own,1,management/self-employed/highlyqualemployee/officer,2,yes,1,1,0,M
896,1,21,2,radio/television,2606,below100,lessth1yr,4,A92,none,4,buildingSociety/lifeInsurance,28,none,rent,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,F
897,0,12,4,furniture/equipment,1592,above1000,betw4a7yrs,3,A92,none,2,buildingSociety/lifeInsurance,35,none,own,1,skilled/official,1,none,0,1,1,F
898,0,15,2,furniture/equipment,2186,unknown/nosavings,betw4a7yrs,1,A92,none,4,realEstate,33,bank,rent,1,unskilled/resident,1,none,1,1,1,F
899,1,18,2,furniture/equipment,4153,below100,betw1a4yrs,2,A93,co-applicant,3,carOrOthers,42,none,own,1,skilled/official,1,none,1,2,0,M
900,1,16,4,car,2625,below100,morethan7yrs,2,A93,guarantor,4,buildingSociety/lifeInsurance,43,bank,rent,1,skilled/official,1,yes,1,2,0,M
901,0,20,4,car,3485,unknown/nosavings,lessth1yr,2,A91,none,4,realEstate,44,none,own,2,skilled/official,1,yes,1,1,1,M
902,0,36,4,car,10477,unknown/nosavings,morethan7yrs,2,A93,none,4,unknown/noProperty,42,none,forFree,2,skilled/official,1,none,1,1,0,M
903,0,15,2,radio/television,1386,unknown/nosavings,betw1a4yrs,4,A94,none,2,realEstate,40,none,rent,1,skilled/official,1,yes,1,1,1,M
904,0,24,2,radio/television,1278,below100,morethan7yrs,4,A93,none,1,realEstate,36,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
905,1,12,2,radio/television,1107,below100,betw1a4yrs,2,A93,none,2,realEstate,20,none,rent,1,management/self-employed/highlyqualemployee/officer,2,yes,1,1,0,M
906,1,21,2,car,3763,unknown/nosavings,betw4a7yrs,2,A93,co-applicant,2,realEstate,24,none,own,1,unskilled/resident,1,none,0,1,0,M
907,2,36,2,education,3711,unknown/nosavings,betw1a4yrs,2,A94,none,2,carOrOthers,27,none,own,1,skilled/official,1,none,1,1,1,M
908,0,15,3,car,3594,below100,lessth1yr,1,A92,none,2,buildingSociety/lifeInsurance,46,none,own,2,unskilled/resident,1,none,1,1,1,F
909,2,9,2,car,3195,unknown/nosavings,betw1a4yrs,1,A92,none,2,realEstate,33,none,own,1,unskilled/resident,1,none,1,1,1,F
910,0,36,3,radio/television,4454,below100,betw1a4yrs,4,A92,none,4,realEstate,34,none,own,2,skilled/official,1,none,1,1,1,F
911,2,24,4,furniture/equipment,4736,below100,lessth1yr,2,A92,none,4,carOrOthers,25,bank,own,1,unskilled/resident,1,none,1,2,1,F
912,2,30,2,radio/television,2991,unknown/nosavings,morethan7yrs,2,A92,none,4,carOrOthers,25,none,own,1,skilled/official,1,none,1,1,1,F
913,0,11,2,business,2142,above1000,morethan7yrs,1,A91,none,2,realEstate,28,none,own,1,skilled/official,1,yes,1,1,1,M
914,1,24,1,business,3161,below100,betw1a4yrs,4,A93,none,2,buildingSociety/lifeInsurance,31,none,rent,1,skilled/official,1,yes,1,2,0,M
915,2,48,0,others,18424,below100,betw1a4yrs,1,A92,none,2,buildingSociety/lifeInsurance,32,bank,own,1,management/self-employed/highlyqualemployee/officer,1,yes,0,2,1,F
916,0,10,2,car,2848,betw100a500,betw1a4yrs,1,A93,co-applicant,2,realEstate,32,none,own,1,skilled/official,2,none,1,1,0,M
917,1,6,2,car,14896,below100,morethan7yrs,1,A93,none,4,unknown/noProperty,68,bank,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
918,1,24,2,furniture/equipment,2359,betw100a500,unemployed,1,A91,none,1,buildingSociety/lifeInsurance,33,none,own,1,skilled/official,1,none,1,2,1,M
919,1,24,2,furniture/equipment,3345,below100,morethan7yrs,4,A93,none,2,buildingSociety/lifeInsurance,39,none,rent,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
920,0,18,4,furniture/equipment,1817,below100,betw1a4yrs,4,A92,none,2,unknown/noProperty,28,none,own,2,skilled/official,1,none,1,1,1,F
921,0,48,3,radio/television,12749,betw500a1000,betw4a7yrs,4,A93,none,1,carOrOthers,37,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
